Original_Angle,position,angle,error
105,2,103.90903071746551,1.0909692825344877
105,2,104.3664581025128,0.6335418974872056
105,2,104.55383984467302,0.4461601553269787
105,2,103.82431607438247,1.175683925617534
105,2,102.78572933663497,2.2142706633650278
105,2,102.89240355721853,2.107596442781471
105,2,102.91920863826479,2.0807913617352085
105,2,102.88054805075225,2.119451949247747
105,2,102.50061446053192,2.4993855394680793
105,2,104.32983836405427,0.6701616359457319
105,2,103.15762914339729,1.842370856602713
105,2,102.86660628782445,2.133393712175547
105,2,103.4236882001881,1.5763117998119043
105,2,105.86973892972779,-0.869738929727788
105,2,103.24117745870062,1.7588225412993808
105,2,102.98305130738419,2.016948692615813
105,2,102.92327980683983,2.0767201931601704
105,2,102.62069237979622,2.3793076202037753
105,2,107.2409016539309,-2.240901653930905
105,2,103.03981962893397,1.9601803710660306
105,2,107.80809451347812,-2.8080945134781246
105,2,104.15437549967568,0.8456245003243197
105,2,103.45434128773917,1.5456587122608312
105,2,103.52308173663012,1.4769182633698819
105,2,102.69793001853022,2.302069981469785
105,2,103.48678863955143,1.5132113604485653
105,2,103.01420610003731,1.9857938999626867
105,2,103.67606026119498,1.3239397388050236
105,2,103.65259751630006,1.3474024836999376
105,2,103.65259751630006,1.3474024836999376
105,2,103.38750495861157,1.6124950413884278
105,2,102.64954176938403,2.3504582306159705
105,2,103.11629907124288,1.883700928757122
105,2,103.15234540867434,1.8476545913256643
105,2,103.22800575769583,1.7719942423041743
105,2,103.26550359948165,1.7344964005183527
105,2,103.70553039177226,1.2944696082277432
105,2,102.77939811769554,2.2206018823044644
105,2,102.60405330038164,2.3959466996183636
105,2,103.3037264949539,1.6962735050460935
105,2,103.29412719137096,1.7058728086290387
105,2,103.39881352695183,1.6011864730481733
105,2,103.00633342966194,1.993666570338064
105,2,103.40989425231247,1.5901057476875309
105,2,103.11513812862557,1.8848618713744258
105,2,103.39870215318234,1.6012978468176584
105,2,103.0563670491233,1.9436329508767045
105,2,103.0129936719964,1.987006328003602
105,2,102.75608352496813,2.2439164750318668
105,2,102.76696121443474,2.233038785565256
105,2,102.73173773857245,2.2682622614275516
105,2,103.09825375204096,1.9017462479590392
105,2,102.50627887845988,2.493721121540119
105,2,103.23212493982764,1.7678750601723578
105,2,103.57144456750113,1.428555432498868
105,2,103.67353392791289,1.3264660720871149
105,2,103.72030655976705,1.279693440232947
105,2,103.66951871293985,1.3304812870601523
105,2,103.2228742756852,1.7771257243148
105,2,103.978145936298,1.0218540637019942
105,2,102.80417284058979,2.1958271594102143
105,2,103.68433747355722,1.3156625264427788
105,2,103.32634063312577,1.673659366874233
105,2,103.65643727585054,1.3435627241494643
105,2,103.13019941583565,1.8698005841643521
105,2,103.05442181584615,1.9455781841538453
105,2,103.46442548608883,1.5355745139111718
105,2,103.30966414712258,1.6903358528774248
105,2,103.40210961772351,1.5978903822764892
105,2,102.7477075502615,2.252292449738505
105,2,102.75836430411157,2.2416356958884336
105,2,103.94416579679512,1.0558342032048813
105,2,102.94958975034505,2.050410249654945
105,2,102.79630968197415,2.203690318025849
105,2,103.25222999620293,1.747770003797072
105,2,103.05049496108498,1.9495050389150208
105,2,103.16416046519805,1.8358395348019485
105,2,103.26716967877934,1.7328303212206606
105,2,103.78349779504029,1.2165022049597098
105,2,102.8877778775825,2.1122221224175064
105,2,103.19418515072981,1.8058148492701918
105,2,103.18220163648643,1.8177983635135746
105,2,103.56813369378925,1.4318663062107504
105,2,102.96496241565954,2.035037584340458
105,2,103.45520936204782,1.5447906379521754
105,2,103.64509102470085,1.3549089752991534
105,2,103.74470251398276,1.2552974860172412
105,2,103.8309174370193,1.1690825629807051
105,2,103.8748265703137,1.1251734296862992
105,2,103.32164003108223,1.6783599689177748
105,2,102.87474559474904,2.1252544052509563
105,2,102.86217618557336,2.137823814426639
105,2,103.2790395781104,1.7209604218896004
105,2,102.99050889953894,2.0094911004610623
105,2,103.28114474414583,1.7188552558541659
