Original_Angle,position,angle,error
75,1,72.57805862253943,2.42194137746057
75,1,72.4893879087701,2.510612091229902
75,1,73.64857333205647,1.351426667943528
75,1,72.22491006446995,2.7750899355300476
75,1,74.96367096264004,0.03632903735996251
75,1,75.1168945635837,-0.1168945635836991
75,1,73.63365754318974,1.3663424568102585
75,1,73.63365754318974,1.3663424568102585
75,1,73.53364947009307,1.4663505299069328
75,1,74.28245459334988,0.7175454066501175
75,1,74.43373660549283,0.5662633945071747
75,1,73.85391666946819,1.146083330531809
75,1,73.66401340200517,1.3359865979948324
75,1,72.25564184306184,2.744358156938162
75,1,73.99674283610454,1.003257163895455
75,1,70.48829835397929,4.511701646020711
75,1,74.1632106429646,0.8367893570353999
75,1,72.91066367422329,2.0893363257767135
75,1,72.62619196224011,2.3738080377598862
75,1,74.63290263746907,0.3670973625309273
75,1,75.29243444988289,-0.29243444988289014
75,1,72.78746779425722,2.212532205742775
75,1,74.09607069237225,0.9039293076277488
75,1,73.69893125862485,1.301068741375147
75,1,73.58899396877604,1.4110060312239625
75,1,73.12387218724623,1.876127812753765
75,1,72.95941444557505,2.0405855544249505
75,1,72.74042294796554,2.2595770520344587
75,1,75.02250621271791,-0.02250621271791431
75,1,73.06934407553041,1.9306559244695904
75,1,74.41736922322403,0.5826307767759715
75,1,74.80345026855655,0.19654973144345433
75,1,74.27414177389802,0.7258582261019768
75,1,72.7616873846311,2.2383126153688977
75,1,73.73916326375692,1.2608367362430783
75,1,73.02481517576287,1.9751848242371324
75,1,72.60557293566477,2.3944270643352326
75,1,74.0237634372694,0.9762365627306053
75,1,74.42070517642038,0.579294823579616
75,1,73.56487495427638,1.4351250457236233
75,1,72.18182840034272,2.8181715996572763
75,1,73.96601490391613,1.0339850960838675
75,1,73.46208002123183,1.5379199787681728
75,1,72.8184517440611,2.1815482559389068
75,1,73.72020965347716,1.2797903465228444
75,1,74.73791268777784,0.26208731222216386
75,1,72.9429336886105,2.057066311389505
75,1,73.048378659776,1.9516213402239941
75,1,73.73732609580699,1.262673904193008
75,1,73.8426208033365,1.1573791966634985
75,1,74.32900601378842,0.6709939862115846
75,1,73.08109461331426,1.9189053866857364
75,1,73.56482007413804,1.4351799258619593
75,1,73.98986514431259,1.0101348556874115
75,1,73.44098127041491,1.559018729585091
75,1,74.39324069183101,0.6067593081689893
75,1,73.7767765661379,1.2232234338621026
75,1,73.20615002224427,1.7938499777557269
75,1,75.04997695617918,-0.04997695617917941
75,1,74.38911386299043,0.6108861370095724
75,1,73.58680529929123,1.4131947007087717
75,1,74.34294840299701,0.6570515970029902
75,1,72.40165263248319,2.5983473675168085
75,1,74.85568400220377,0.14431599779622672
75,1,74.15080393820641,0.8491960617935916
75,1,72.22861680848969,2.77138319151031
75,1,74.01726915833376,0.982730841666239
75,1,74.22738521903892,0.7726147809610779
75,1,74.36136982595545,0.6386301740445504
75,1,74.62217562063165,0.3778243793683487
75,1,74.04361489205468,0.9563851079453229
75,1,73.99674283610454,1.003257163895455
75,1,73.61854146841966,1.3814585315803356
75,1,73.61431216795361,1.3856878320463863
75,1,72.98161987446463,2.018380125535373
75,1,74.66237401794295,0.3376259820570482
75,1,73.51202745465727,1.4879725453427284
75,1,73.6430911196496,1.356908880350403
75,1,73.89546638438152,1.1045336156184788
75,1,73.51987703681868,1.4801229631813158
75,1,73.14249088703788,1.85750911296212
75,1,73.1955522885942,1.8044477114057997
75,1,72.98580854255512,2.0141914574448805
75,1,72.8588339883155,2.141166011684504
75,1,72.80511108982054,2.1948889101794578
75,1,74.36991623126912,0.6300837687308842
75,1,74.0768464396937,0.9231535603063037
75,1,73.06237681653548,1.937623183464524
75,1,74.01888799279268,0.9811120072073152
75,1,72.72636591486159,2.2736340851384114
75,1,74.22799117184587,0.772008828154128
75,1,74.76891095403889,0.23108904596111302
75,1,73.96289636829297,1.0371036317070264
75,1,73.07457950409717,1.9254204959028272
75,1,74.01932344466844,0.9806765553315557
75,1,74.07118155974482,0.9288184402551849
75,1,75.24623126451793,-0.24623126451793098
75,1,73.67980806440337,1.3201919355966254
75,1,74.12659546647843,0.8734045335215654
75,1,73.39975711787585,1.6002428821241494
75,1,73.85753198561638,1.142468014383624
75,1,73.40447014916421,1.5955298508357885
75,1,71.88222661420116,3.1177733857988414
75,1,72.44502714892793,2.5549728510720655
75,1,73.97890325833538,1.0210967416646213
75,1,73.55985918290735,1.4401408170926544
75,1,73.4294805241452,1.5705194758547947
75,1,74.41815250041488,0.5818474995851233
75,1,73.84473147140976,1.1552685285902413
75,1,71.86482539596724,3.1351746040327555
75,1,74.10778070761545,0.8922192923845529
75,1,73.87174386406483,1.1282561359351746
75,1,74.84634825335873,0.15365174664127323
75,1,73.67234534125787,1.3276546587421336
75,1,73.01491095678391,1.9850890432160924
75,1,73.88697293473862,1.1130270652613774
75,1,72.35735272129492,2.642647278705084
75,1,73.92896235450746,1.071037645492538
75,1,73.6863467016247,1.3136532983753
75,1,74.36024618189549,0.6397538181045093
75,1,71.70617698883022,3.2938230111697777
75,1,74.80036051299425,0.1996394870057543
75,1,73.36355385067576,1.636446149324243
75,1,73.17576049665901,1.8242395033409906
75,1,73.14766794321469,1.8523320567853148
75,1,72.95468948742969,2.0453105125703104
75,1,74.42137090948475,0.5786290905152498
75,1,72.75932939205752,2.2406706079424765
75,1,74.10827178894029,0.8917282110597142
75,1,74.10827178894029,0.8917282110597142
75,1,73.68678563883856,1.3132143611614424
75,1,74.53046722700056,0.4695327729994432
75,1,73.45553504865393,1.5444649513460718
75,1,74.35570532820033,0.6442946717996705
75,1,73.83519179916547,1.1648082008345284
75,1,71.95286265247057,3.0471373475294286
75,1,71.89379088376273,3.1062091162372667
75,1,74.84882783890566,0.15117216109433684
75,1,73.79950154243099,1.2004984575690116
75,1,73.2410108706331,1.7589891293668956
75,1,73.2410108706331,1.7589891293668956
75,1,72.80127142959309,2.1987285704069137
75,1,73.98502579813743,1.0149742018625716
75,1,74.49500426621788,0.504995733782124
75,1,71.959151204164,3.0408487958359984
75,1,74.07215937316614,0.9278406268338557
75,1,73.1226711321253,1.877328867874695
75,1,72.53212057118554,2.467879428814456
75,1,74.25896221399225,0.7410377860077517
75,1,73.87167154611323,1.1283284538867662
75,1,72.94646786309616,2.05353213690384
75,1,75.12721267381608,-0.12721267381607504
75,1,73.71683394948346,1.2831660505165416
75,1,74.06089899106834,0.939101008931658
75,1,74.86674740259184,0.1332525974081591
75,1,74.34750990870221,0.6524900912977927
75,1,72.22792754928858,2.77207245071142
75,1,74.13698945352745,0.8630105464725517
75,1,74.13698945352745,0.8630105464725517
75,1,74.85568400220377,0.14431599779622672
75,1,73.52743160775489,1.4725683922451083
75,1,74.10956811702154,0.8904318829784614
75,1,73.2321554327756,1.767844567224401
75,1,74.34094359136384,0.659056408636161
75,1,73.5176709657069,1.4823290342931017
75,1,73.53450795903501,1.465492040964989
75,1,74.34721539881028,0.6527846011897225
75,1,73.12886961435751,1.8711303856424877
75,1,74.06615646830576,0.9338435316942366
75,1,74.06615646830576,0.9338435316942366
75,1,74.10681916088376,0.8931808391162406
75,1,74.32873213331423,0.671267866685767
75,1,74.92395190326057,0.07604809673942725
75,1,72.91688653349206,2.083113466507939
75,1,73.84753022203665,1.152469777963347
75,1,73.18138052149507,1.818619478504928
75,1,74.80662749815043,0.19337250184956645
75,1,74.3776383430431,0.6223616569568975
75,1,73.81503552176916,1.1849644782308388
75,1,74.05184458782445,0.9481554121755522
75,1,74.05184458782445,0.9481554121755522
75,1,72.60245239453015,2.3975476054698532
75,1,73.19234039534133,1.8076596046586673
75,1,74.24588071187019,0.7541192881298144
75,1,75.1334332876037,-0.13343328760369388
75,1,75.14248842763462,-0.14248842763461766
75,1,73.4752407988715,1.5247592011285036
75,1,74.10122493143179,0.898775068568213
75,1,74.08824507685698,0.9117549231430218
75,1,74.10081150837256,0.8991884916274415
75,1,74.27392713760983,0.7260728623901684
75,1,73.37571121748864,1.624288782511357
75,1,74.7364071920716,0.2635928079284042
75,1,74.04681214648775,0.9531878535122473
75,1,73.37447328375805,1.62552671624195
75,1,73.50087283108525,1.4991271689147538
75,1,74.25166349025939,0.7483365097406107
75,1,73.18592283948294,1.8140771605170585
75,1,73.18592283948294,1.8140771605170585
75,1,74.74216241887484,0.257837581125159
