Original_Angle,position,angle,error
90,4,88.07135742893028,1.928642571069716
90,4,88.02164237537994,1.9783576246200596
90,4,88.66863674632103,1.3313632536789726
90,4,87.77875219505763,2.221247804942365
90,4,88.2177330577368,1.782266942263206
90,4,88.10270101691579,1.8972989830842124
90,4,87.91677857923948,2.0832214207605233
90,4,87.91677857923948,2.0832214207605233
90,4,88.24349365189349,1.7565063481065124
90,4,88.56668127368594,1.4333187263140559
90,4,87.62459736619184,2.3754026338081644
90,4,86.46712143980983,3.53287856019017
90,4,88.2209252128605,1.779074787139507
90,4,88.13323768171615,1.8667623182838469
90,4,88.10817832540098,1.891821674599015
90,4,88.51331995188224,1.486680048117762
90,4,88.00967100398569,1.9903289960143127
90,4,86.5931440081204,3.4068559918795955
90,4,88.97012985070604,1.0298701492939557
90,4,88.09899626799454,1.9010037320054636
90,4,88.42708540944993,1.57291459055007
90,4,88.73744827850832,1.2625517214916755
90,4,86.60013358113213,3.399866418867873
90,4,86.66618736263811,3.3338126373618877
90,4,88.00184859888829,1.9981514011117127
90,4,88.2099754141027,1.7900245858972994
90,4,86.83142193374015,3.1685780662598546
90,4,88.6477045879319,1.352295412068102
90,4,88.97415761003792,1.0258423899620794
90,4,88.31254277415611,1.687457225843886
90,4,88.55378578236754,1.446214217632459
90,4,88.55378578236754,1.446214217632459
90,4,88.0804847697205,1.9195152302795009
90,4,88.22048463631252,1.77951536368748
90,4,89.10043279346588,0.8995672065341154
90,4,87.76183130736017,2.2381686926398316
90,4,88.42251134667936,1.5774886533206427
90,4,87.88422593359053,2.1157740664094717
90,4,88.12366769998981,1.8763323000101906
90,4,88.9358604667803,1.0641395332197021
90,4,88.03664073459527,1.9633592654047334
90,4,88.00553008907477,1.9944699109252326
90,4,88.56645845616261,1.4335415438373929
90,4,85.84864568360706,4.15135431639294
90,4,88.54246439123429,1.4575356087657099
90,4,86.8378886241897,3.162111375810298
90,4,88.76918264090466,1.2308173590953402
90,4,86.7820819826912,3.2179180173088042
90,4,87.59991674400882,2.400083255991177
90,4,85.64623620924841,4.353763790751586
90,4,87.86856330401697,2.1314366959830267
90,4,88.40961893564358,1.5903810643564213
90,4,86.27769443997916,3.7223055600208426
90,4,87.39108239294092,2.608917607059084
90,4,87.39108239294092,2.608917607059084
90,4,86.17034057438498,3.82965942561502
90,4,85.76996845835797,4.230031541642035
90,4,88.08381581755907,1.9161841824409294
90,4,88.19143141636596,1.8085685836340417
90,4,88.0568135554952,1.9431864445048035
90,4,88.13229264717843,1.8677073528215686
90,4,88.0475161941718,1.9524838058281944
90,4,88.29193448815408,1.7080655118459163
90,4,88.14452709262586,1.8554729073741356
90,4,87.87269777414662,2.1273022258533842
90,4,87.96947617981823,2.03052382018177
90,4,86.34407199789163,3.655928002108368
90,4,87.16156668293826,2.8384333170617424
90,4,87.34770260589109,2.6522973941089134
90,4,87.67951756203823,2.320482437961772
90,4,88.81765361472983,1.182346385270165
90,4,89.13661960241905,0.8633803975809542
90,4,88.38315757371853,1.6168424262814654
90,4,88.01410278013523,1.9858972198647677
90,4,88.69772941860565,1.3022705813943531
90,4,88.2897006328741,1.7102993671258986
90,4,87.90730349453798,2.0926965054620155
90,4,87.62156427530493,2.3784357246950663
90,4,88.17311584349544,1.826884156504562
90,4,87.56805455415024,2.431945445849763
90,4,89.1332865609224,0.8667134390775999
90,4,88.02096474026928,1.979035259730722
90,4,87.06773206097705,2.9322679390229496
90,4,89.1014671879795,0.8985328120205054
90,4,87.6878888015383,2.312111198461693
90,4,87.3224444379622,2.6775555620377958
90,4,86.41574331895468,3.584256681045318
