Original_Angle,position,angle,error
105,5,103.59469224711117,1.405307752888831
105,5,103.13348021917392,1.8665197808260814
105,5,102.7875677234036,2.2124322765964024
105,5,103.48720834382337,1.5127916561766312
105,5,103.01116905233718,1.9888309476628194
105,5,102.82947486250576,2.170525137494238
105,5,102.93367986703656,2.0663201329634404
105,5,102.66257391675417,2.3374260832458305
105,5,102.83464071678658,2.1653592832134194
105,5,103.62778774536714,1.3722122546328563
105,5,103.37435251702077,1.6256474829792324
105,5,103.07178162120054,1.928218378799457
105,5,102.74935387991803,2.250646120081967
105,5,102.82340857438375,2.1765914256162517
105,5,102.87478080740223,2.1252191925977684
105,5,102.91599280523715,2.0840071947628473
105,5,102.92999963962332,2.0700003603766817
105,5,103.63166106401296,1.3683389359870404
105,5,103.17974483777427,1.8202551622257346
105,5,103.3142556226762,1.6857443773238003
105,5,103.87192201978112,1.128077980218876
105,5,103.29679137112579,1.7032086288742079
105,5,103.75439457635933,1.2456054236406686
105,5,103.53351609668916,1.466483903310845
105,5,103.34193740959894,1.6580625904010589
105,5,103.8089465746969,1.191053425303096
105,5,103.64758088078013,1.3524191192198742
105,5,103.73549990182808,1.264500098171922
105,5,103.32445303122657,1.675546968773432
105,5,103.4086328051691,1.5913671948308945
105,5,103.47849025029757,1.5215097497024317
105,5,104.20013928790976,0.7998607120902363
105,5,104.29257091496525,0.7074290850347467
105,5,103.47635723260935,1.5236427673906547
105,5,104.33364855302332,0.6663514469766767
105,5,103.55043052450078,1.4495694754992172
105,5,103.54922152079247,1.4507784792075284
105,5,103.68581368906378,1.314186310936222
105,5,103.42782596759142,1.5721740324085829
105,5,103.5849942696679,1.4150057303320978
105,5,104.21612565855226,0.783874341447742
105,5,103.55139141929732,1.4486085807026825
105,5,103.48441178437885,1.5155882156211504
105,5,103.43952925254254,1.5604707474574582
105,5,103.3062859227654,1.6937140772346027
105,5,103.67940372926734,1.3205962707326648
105,5,103.42150338666868,1.5784966133313247
105,5,103.3394130440166,1.6605869559834048
105,5,103.49712088238941,1.5028791176105898
105,5,103.44405381883595,1.555946181164046
105,5,103.56240726455954,1.437592735440461
105,5,103.35688437407586,1.643115625924139
105,5,103.43810342593076,1.5618965740692374
105,5,103.53194737857731,1.4680526214226859
105,5,103.08478690650723,1.915213093492767
105,5,103.36523745752905,1.634762542470952
105,5,103.45580752653689,1.544192473463113
105,5,103.57354955454645,1.426450445453554
105,5,103.45987568246123,1.540124317538769
105,5,103.35902470875435,1.6409752912456526
105,5,103.41548025621378,1.5845197437862168
105,5,103.63977296021939,1.3602270397806109
105,5,103.60162486822938,1.3983751317706208
105,5,103.39552334217453,1.6044766578254723
105,5,103.52343037230081,1.4765696276991918
105,5,103.64856292521455,1.3514370747854514
105,5,103.68096451330442,1.319035486695583
105,5,103.42065894905278,1.579341050947221
105,5,103.26599463588687,1.7340053641131306
105,5,103.22487391195729,1.775126088042711
105,5,103.41478292185175,1.585217078148247
105,5,103.38193303997835,1.6180669600216504
105,5,103.65053990919131,1.349460090808691
105,5,103.27006211805768,1.7299378819423197
105,5,103.35761389075431,1.6423861092456917
105,5,103.4041277436429,1.5958722563570973
105,5,103.45879797818087,1.5412020218191316
105,5,103.47862486467925,1.5213751353207527
105,5,103.40765308618472,1.5923469138152768
105,5,103.24080185067018,1.7591981493298192
