static_x,static_y,static_z,moving_x,moving_y,moving_z,actualAngle
-0.0428107144248854,-0.0442641691151348,0.3021383821283852,0.0430772599655617,0.0511428122628905,0.2853836476571137,30
-0.0185349965650108,-0.0349129503631234,0.3395360534117311,0.0467432524997535,0.0446494943101166,0.3094645066427811,45
-0.0978896825701988,-0.0461763617102842,0.2821421645143488,-0.0025505224717605,0.0449926362733329,0.2623884857184704,30
-0.0701653554575481,-0.0430499329608724,0.2471347494097389,-0.0102345545986351,0.0312094027489745,0.2969369915849255,45
-0.1237983381388133,-0.031949845151628,0.1646037162416584,-0.0991534075003086,0.0350902199794233,0.2437962256107319,45
-0.1220170729559421,-0.0277747980513458,0.2060830686657405,-0.0495185925502374,0.0608636351542797,0.218747089509862,30
-0.1342014026185781,-0.0341316547245016,0.1642601523906565,-0.1076003986419334,0.0118481997668248,0.2107632798140413,60
-0.0928668508653526,-0.0480967074516042,0.2919902582227073,0.0234720161882081,0.0547897184418591,0.2651387406293574,15
0.0629895032504938,-0.0377113758998104,0.3340744433372547,0.0865345300718027,-0.0064754198773563,0.2769070497497086,75
-0.1110459234536684,-0.0389386822391505,0.1830266165178984,-0.0618744339995818,0.0506250168878309,0.2886736476903825,30
-0.1239360462581041,-0.0692325711913035,0.1884660564758828,-0.0272024503882155,0.0216423851459574,0.2679264318663917,15
-0.1262852522051167,-0.063333998498509,0.1900532941303337,-0.0659726251040588,0.0233450638417984,0.2780227626788871,30
-0.0770075892831334,-0.0464772233392263,0.2867009698086833,-0.0334419682290112,0.0080388192214001,0.3141153268692492,60
0.0054517563177929,-0.0461205595490249,0.3433442267424343,0.0522347423254584,0.0112916552121304,0.3127030539312559,60
-0.0564354948105226,-0.0469094185357893,0.2478449748208139,0.008441460977626,0.0266753440073263,0.2959350124346224,45
-0.1283964874731314,-0.0871963622512572,0.1927886791745873,-0.0490027096438287,0.014036509788586,0.293063853390191,15
-0.1347358608443178,-0.0604820106387947,0.155317703273664,0.0056810553991544,0.0473886092832863,0.2116719240623103,0
-0.0799790730809657,-0.0226747561927246,0.3022964287047321,-0.0528475090887947,-0.0228836827244283,0.3156425191593642,90
-0.0792032098036184,-0.0439570146398866,0.2732454581302232,-0.0405384349970794,0.0091828141917305,0.3224732287374305,60
-0.038819603147139,-0.0332054518673513,0.3190881149007368,0.0078495348174649,0.0215516853508622,0.3133195368848836,60
-0.1092531975486421,-0.0823734439490916,0.2563747852030021,-0.0065349046407914,0.0243765569557263,0.2959645222582895,15
-0.1186461067663722,-0.0340178874359414,0.1727403802928359,-0.1081353140230517,-0.0120419251744636,0.2207046840610791,75
-0.0671076398132723,-0.0442349863002115,0.2436086685211015,-0.0028549132427911,0.0239614702984179,0.2807950724933936,45
-0.1339316012182385,-0.0261890945088884,0.1678526150700632,-0.0635291766586465,0.0574494935839943,0.2078145130734593,30
-0.1007589907357725,-0.0586815530536328,0.1787433281001904,0.0268742979888365,0.0375956528027401,0.2494190826669907,0
-0.1092423762302191,-0.0443733510679627,0.15640125250073,0.0096844600755338,0.0546867104269639,0.2326186795563603,0
-0.0110578480086513,-0.0421741179969378,0.3288032994260342,0.0377412459382371,0.0137541728692737,0.3261713157793069,60
-0.0559931456501926,-0.021593533650217,0.3083424536027858,0.0319555232272435,0.0720377855580622,0.2778334065403877,30
-0.0186490807657877,-0.0350957614806703,0.340558730167536,0.0471589689038822,0.0449787990205973,0.3116782714002064,45
0.0032903963106852,-0.0199272393243375,0.2934281036075502,0.0321389499017226,-0.018524866427787,0.2922003302561593,90
-0.0681491060107553,-0.0477634696749389,0.1837022650883396,-0.0141226114966364,0.0236320012142629,0.2390782843934512,45
-0.1400375108125011,-0.0847461125273877,0.1872794186877198,-0.0512605840631191,0.020770375725162,0.2614088984932984,15
-0.0564228171574249,-0.0487677210112795,0.2370089391242152,0.0048269818019815,0.0236379083151918,0.2940367620375299,45
-0.1388181511169459,-0.0807731111703419,0.1747972285242117,-0.0223800622634576,0.0325059806654351,0.2831208416327658,0
